品种名称,物种学名,物种中文名称
裕优132,Oryza sativa,水稻
深优9512,Oryza sativa,水稻
五优613,Oryza sativa,水稻
丰软占,Oryza sativa,水稻
早粳占,Oryza sativa,水稻
三澳占,Oryza sativa,水稻
黄合占,Oryza sativa,水稻
新黄占,Oryza sativa,水稻
五广占,Oryza sativa,水稻
粤油丝苗,Oryza sativa,水稻
粤农丝苗,Oryza sativa,水稻
R1212,Oryza sativa,水稻
粤美丝苗,Oryza sativa,水稻
粤抗0821,Oryza sativa,水稻
豫粳918,Oryza sativa,水稻
K1722,Oryza sativa,水稻
测早2-2,Oryza sativa,水稻
测48-2,Oryza sativa,水稻
温恢619,Oryza sativa,水稻
水晶2,Oryza sativa,水稻
云台香粳,Oryza sativa,水稻
连香粳,Oryza sativa,水稻
4260,Oryza sativa,水稻
4260A,Oryza sativa,水稻
R8830,Oryza sativa,水稻
绿花舞,Oryza sativa,水稻
菲恢6,Oryza sativa,水稻
绢光,Oryza sativa,水稻
SG00329,Oryza sativa,水稻
稳两优669,Oryza sativa,水稻
明两优896,Oryza sativa,水稻
徽两优9986,Oryza sativa,水稻
焦两优1068,Oryza sativa,水稻
盐两优91393,Oryza sativa,水稻
德3优42,Oryza sativa,水稻
扬香玉7016,Oryza sativa,水稻
皖垦粳4618,Oryza sativa,水稻
镇稻668,Oryza sativa,水稻
9优182,Oryza sativa,水稻
淮稻49,Oryza sativa,水稻
淮877,Oryza sativa,水稻
连粳7219,Oryza sativa,水稻
淮稻57,Oryza sativa,水稻
淮1250,Oryza sativa,水稻
镇稻35,Oryza sativa,水稻
泰粳828,Oryza sativa,水稻
迁香软1,Oryza sativa,水稻
泗稻17-425,Oryza sativa,水稻
武香粳7218,Oryza sativa,水稻
保稻701,Oryza sativa,水稻
淮稻56,Oryza sativa,水稻
中科盐10,Oryza sativa,水稻
连粳7308,Oryza sativa,水稻
镇稻9688,Oryza sativa,水稻
荃优111,Oryza sativa,水稻
连两优9312,Oryza sativa,水稻
金香优598,Oryza sativa,水稻
旱优196,Oryza sativa,水稻
旱优157,Oryza sativa,水稻
申两优412,Oryza sativa,水稻
鑫香糯286,Oryza sativa,水稻
博优1652,Oryza sativa,水稻
博优782,Oryza sativa,水稻
博优6811,Oryza sativa,水稻
陵两优711,Oryza sativa,水稻
圣优988,Oryza sativa,水稻
元丰优86,Oryza sativa,水稻
元丰优明86,Oryza sativa,水稻
特优6811,Oryza sativa,水稻
Y两优087,Oryza sativa,水稻
准两优5,Oryza sativa,水稻
信丰优008,Oryza sativa,水稻
特优590,Oryza sativa,水稻
特优3301,Oryza sativa,水稻
力丰优5059,Oryza sativa,水稻
特优6603,Oryza sativa,水稻
特优165,Oryza sativa,水稻
毅优航1,Oryza sativa,水稻
T优682,Oryza sativa,水稻
湘优8817,Oryza sativa,水稻
孟两优838,Oryza sativa,水稻
冈优737,Oryza sativa,水稻
冈优6368,Oryza sativa,水稻
豫农粳6,Oryza sativa,水稻
新丰5,Oryza sativa,水稻
新农稻1,Oryza sativa,水稻
九龙A,Oryza sativa,水稻
中16A,Oryza sativa,水稻
川种66A,Oryza sativa,水稻
万金优802,Oryza sativa,水稻
京福2B,Oryza sativa,水稻
浙大8220,Oryza sativa,水稻
台恢5968,Oryza sativa,水稻
t5968,Oryza sativa,水稻
R467,Oryza sativa,水稻
光香B,Oryza sativa,水稻
光5-7-3-5-9B,Oryza sativa,水稻
宜恢2010,Oryza sativa,水稻
宜香2010,Oryza sativa,水稻
宜恢19,Oryza sativa,水稻
宜恢1979,Oryza sativa,水稻
黔南恢404,Oryza sativa,水稻
QN404,Oryza sativa,水稻
QN2020,Oryza sativa,水稻
黔南恢2020,Oryza sativa,水稻
D68A,Oryza sativa,水稻
D66A,Oryza sativa,水稻
D65A,Oryza sativa,水稻
D汕B,Oryza sativa,水稻
D64A,Oryza sativa,水稻
GS吉特605,Oryza sativa,水稻
吉利521,Oryza sativa,水稻
吉利520,Oryza sativa,水稻
93JZ-5,Oryza sativa,水稻
H-61,Oryza sativa,水稻
先B,Oryza sativa,水稻
滇超9,Oryza sativa,水稻
华恢218,Oryza sativa,水稻
D218,Oryza sativa,水稻
R4761,Oryza sativa,水稻
R259,Oryza sativa,水稻
新露B,Oryza sativa,水稻
SVA,Oryza sativa,水稻
德66A,Oryza sativa,水稻
陕农2A,Oryza sativa,水稻
轮A,Oryza sativa,水稻
陕农2B,Oryza sativa,水稻
花育229,Oryza sativa,水稻
镇恢134,Oryza sativa,水稻
六香A,Oryza sativa,水稻
六香B,Oryza sativa,水稻
泸恢8627,Oryza sativa,水稻
镇籼3B,Oryza sativa,水稻
2M191,Oryza sativa,水稻
191S,Oryza sativa,水稻
MS1,Oryza sativa,水稻
万53A,Oryza sativa,水稻
万53B,Oryza sativa,水稻
连粳307,Oryza sativa,水稻
明粳819,Oryza sativa,水稻
秀优5013,Oryza sativa,水稻
荃粳835,Oryza sativa,水稻
浙优817,Oryza sativa,水稻
民升优2349,Oryza sativa,水稻
悦两优4231,Oryza sativa,水稻
长两优73,Oryza sativa,水稻
香龙优双喜,Oryza sativa,水稻
贵优55,Oryza sativa,水稻
慧优奥隆丝苗,Oryza sativa,水稻
智龙优2877,Oryza sativa,水稻
振两优0373,Oryza sativa,水稻
玉两优2056,Oryza sativa,水稻
151A,Oryza sativa,水稻
滇寻1号A,Oryza sativa,水稻
NJ7A,Oryza sativa,水稻
K22A,Oryza sativa,水稻
Z7A,Oryza sativa,水稻
45A,Oryza sativa,水稻
83A,Oryza sativa,水稻
庐州98A,Oryza sativa,水稻
G4A,Oryza sativa,水稻
江农早4号A,Oryza sativa,水稻
秀水110A,Oryza sativa,水稻
双青A,Oryza sativa,水稻
Q3A,Oryza sativa,水稻
先A,Oryza sativa,水稻
8204A,Oryza sativa,水稻
渝5A,Oryza sativa,水稻
江育F32A,Oryza sativa,水稻
F32A,Oryza sativa,水稻
湛A,Oryza sativa,水稻
1892S,Oryza sativa,水稻
徐稻1,Oryza sativa,水稻
6311S,Oryza sativa,水稻
鑫糯1,Oryza sativa,水稻
遵糯优101,Oryza sativa,水稻
中优T16,Oryza sativa,水稻
Ⅱ优406,Oryza sativa,水稻
金山优196,Oryza sativa,水稻
禾丰优28,Oryza sativa,水稻
禾丰优76,Oryza sativa,水稻
粤优8306,Oryza sativa,水稻
特优863,Oryza sativa,水稻
粤优589,Oryza sativa,水稻
黔恢085,Oryza sativa,水稻
99F085,Oryza sativa,水稻
黔粳200,Oryza sativa,水稻
紫B,Oryza sativa,水稻
紫A,Oryza sativa,水稻
双辐B,Oryza sativa,水稻
建A182,Oryza sativa,水稻
浙辐JD8B,Oryza sativa,水稻
浙辐JD8A,Oryza sativa,水稻
浙辐JD3B,Oryza sativa,水稻
浙辐JD3A,Oryza sativa,水稻
浙辐02,Oryza sativa,水稻
ZF-2,Oryza sativa,水稻
浙辐－2,Oryza sativa,水稻
浙辐111,Oryza sativa,水稻
玉212,Oryza sativa,水稻
玉恢212,Oryza sativa,水稻
玉216,Oryza sativa,水稻
明恢1398,Oryza sativa,水稻
稼瑞303,Oryza sativa,水稻
9311S,Oryza sativa,水稻
科旱1,Oryza sativa,水稻
NB02A,Oryza sativa,水稻
淦恢319,Oryza sativa,水稻
G319,Oryza sativa,水稻
七桂B,Oryza sativa,水稻
中20B,Oryza sativa,水稻
中20A,Oryza sativa,水稻
华小黑2,Oryza sativa,水稻
繁14,Oryza sativa,水稻
龙盾01-249,Oryza sativa,水稻
H9815,Oryza sativa,水稻
神恢329,Oryza sativa,水稻
神恢328,Oryza sativa,水稻
广两优035,Oryza sativa,水稻
荃优美香新占,Oryza sativa,水稻
荃优绿丝苗,Oryza sativa,水稻
徽两优香丝苗,Oryza sativa,水稻
荃两优136,Oryza sativa,水稻
徽两优008,Oryza sativa,水稻
淳丰优3,Oryza sativa,水稻
徽两优慧占,Oryza sativa,水稻
易两优1564,Oryza sativa,水稻
深两优7278,Oryza sativa,水稻
两优8206,Oryza sativa,水稻
玖两优1574,Oryza sativa,水稻
浙大荃优1610,Oryza sativa,水稻
徽两优27占,Oryza sativa,水稻
隆两优578,Oryza sativa,水稻
深穗优华占,Oryza sativa,水稻
Y两优966,Oryza sativa,水稻
兴两优1134,Oryza sativa,水稻
伍两优华占,Oryza sativa,水稻
科优8013,Oryza sativa,水稻
深两优8226,Oryza sativa,水稻
深两优19,Oryza sativa,水稻
徽两优007,Oryza sativa,水稻
Y两优1166,Oryza sativa,水稻
茂两优1016,Oryza sativa,水稻
星两优551,Oryza sativa,水稻
C两优143,Oryza sativa,水稻
两优5074,Oryza sativa,水稻
荆两优1167,Oryza sativa,水稻
Q两优532,Oryza sativa,水稻
中种R1602,Oryza sativa,水稻
中种R1603,Oryza sativa,水稻
中种R1601,Oryza sativa,水稻
中种R1604,Oryza sativa,水稻
中种R1606,Oryza sativa,水稻
中种R1609,Oryza sativa,水稻
中种R1610,Oryza sativa,水稻
中种R1611,Oryza sativa,水稻
中种R1612,Oryza sativa,水稻
中种R1613,Oryza sativa,水稻
中种R1615,Oryza sativa,水稻
中种R1616,Oryza sativa,水稻
中种R1617,Oryza sativa,水稻
中种R1618,Oryza sativa,水稻
中种R1622,Oryza sativa,水稻
中种R1623,Oryza sativa,水稻
中种R1624,Oryza sativa,水稻
恒恢T86,Oryza sativa,水稻
得月712A,Oryza sativa,水稻
R937,Oryza sativa,水稻
华粳1608,Oryza sativa,水稻
圳18A,Oryza sativa,水稻
业89S,Oryza sativa,水稻
万恢64,Oryza sativa,水稻
万75A,Oryza sativa,水稻
圣香136,Oryza sativa,水稻
圣稻1647,Oryza sativa,水稻
G两优S8,Oryza sativa,水稻
星粳稻1,Oryza sativa,水稻
桂19A,Oryza sativa,水稻
金稻89,Oryza sativa,水稻
航恢88,Oryza sativa,水稻
CHA-1,Oryza sativa,水稻
D56B,Oryza sativa,水稻
D35B,Oryza sativa,水稻
T优441,Oryza sativa,水稻
圣稻806,Oryza sativa,水稻
抗85,Oryza sativa,水稻
盟A,Oryza sativa,水稻
R10786,Oryza sativa,水稻
R601,Oryza sativa,水稻
龙恢6,Oryza sativa,水稻
淦鑫6,Oryza sativa,水稻
乐丰B,Oryza sativa,水稻
科丰6,Oryza sativa,水稻
Ⅱ优科丰6,Oryza sativa,水稻
两优科丰6,Oryza sativa,水稻
闽恢3119,Oryza sativa,水稻
闽恢3169,Oryza sativa,水稻
闽恢3229,Oryza sativa,水稻
桂781,Oryza sativa,水稻
测781,Oryza sativa,水稻
常恢540,Oryza sativa,水稻
yo714,Oryza sativa,水稻
福恢936,Oryza sativa,水稻
制10,Oryza sativa,水稻
福恢923,Oryza sativa,水稻
福恢139,Oryza sativa,水稻
N139,Oryza sativa,水稻
健645,Oryza sativa,水稻
健645B,Oryza sativa,水稻
1175,Oryza sativa,水稻
中恢178,Oryza sativa,水稻
繁优7206,Oryza sativa,水稻
广两优821,Oryza sativa,水稻
荣优9802,Oryza sativa,水稻
恒丰优华占,Oryza sativa,水稻
恒丰华占,Oryza sativa,水稻
盛优76,Oryza sativa,水稻
盛优199,Oryza sativa,水稻
丰农占,Oryza sativa,水稻
深优95-8,Oryza sativa,水稻
Y两优318,Oryza sativa,水稻
特优2089,Oryza sativa,水稻
特优2068,Oryza sativa,水稻
特优608,Oryza sativa,水稻
特优338,Oryza sativa,水稻
恒丰优387,Oryza sativa,水稻
恒丰优386,Oryza sativa,水稻
恒丰优215,Oryza sativa,水稻
深优9574,Oryza sativa,水稻
星优712,Oryza sativa,水稻
吉丰优512,Oryza sativa,水稻
粤恢9802,Oryza sativa,水稻
五丰优9802,Oryza sativa,水稻
五优321,Oryza sativa,水稻
两优金糯,Oryza sativa,水稻
广红2,Oryza sativa,水稻
新丝苗,Oryza sativa,水稻
丰太丝苗,Oryza sativa,水稻
黄银占,Oryza sativa,水稻
黄广油占,Oryza sativa,水稻
R5208,Oryza sativa,水稻
湘丰70B,Oryza sativa,水稻
钻丰,Oryza sativa,水稻
400,Oryza sativa,水稻
中新B,Oryza sativa,水稻
扬恢542,Oryza sativa,水稻
K优542,Oryza sativa,水稻
陵恢6366,Oryza sativa,水稻
C815S-34,Oryza sativa,水稻
越光籽1,Oryza sativa,水稻
88-10,Oryza sativa,水稻
珠光,Oryza sativa,水稻
华893S,Oryza sativa,水稻
宁5043,Oryza sativa,水稻
金优167,Oryza sativa,水稻
R768,Oryza sativa,水稻
R5058,Oryza sativa,水稻
Y19-3,Oryza sativa,水稻
Q555,Oryza sativa,水稻
F302,Oryza sativa,水稻
汕恢277,Oryza sativa,水稻
R2134,Oryza sativa,水稻
丙4114,Oryza sativa,水稻
涟香1,Oryza sativa,水稻
北04-24,Oryza sativa,水稻
北04-14,Oryza sativa,水稻
北04-13,Oryza sativa,水稻
绿亿粳2,Oryza sativa,水稻
R179,Oryza sativa,水稻
通育246,Oryza sativa,水稻
通育08-9109,Oryza sativa,水稻
通系932,Oryza sativa,水稻
通系08-4042,Oryza sativa,水稻
吉粳511,Oryza sativa,水稻
吉08-C22,Oryza sativa,水稻
通禾863,Oryza sativa,水稻
通禾08-6095,Oryza sativa,水稻
吉隆868,Oryza sativa,水稻
农大09-32,Oryza sativa,水稻
通禾855,Oryza sativa,水稻
通禾08-6101,Oryza sativa,水稻
九稻71,Oryza sativa,水稻
九0823,Oryza sativa,水稻
通粳890,Oryza sativa,水稻
TK9002,Oryza sativa,水稻
东粳3,Oryza sativa,水稻
吉农大505,Oryza sativa,水稻
长白26,Oryza sativa,水稻
吉2007F26,Oryza sativa,水稻
九稻70,Oryza sativa,水稻
九0813,Oryza sativa,水稻
三江3,Oryza sativa,水稻
建05-9,Oryza sativa,水稻
协优9079,Oryza sativa,水稻
绵优527,Oryza sativa,水稻
香粳优2,Oryza sativa,水稻
垦稻16,Oryza sativa,水稻
垦粳03-457,Oryza sativa,水稻
中品49,Oryza sativa,水稻
宜优1016,Oryza sativa,水稻
Y两优8188,Oryza sativa,水稻
天龙优472,Oryza sativa,水稻
龙香472,Oryza sativa,水稻
天龙优272,Oryza sativa,水稻
内5优4,Oryza sativa,水稻
内6优2,Oryza sativa,水稻
泸优明占,Oryza sativa,水稻
合选5,Oryza sativa,水稻
丽粳9,Oryza sativa,水稻
86xz-14,Oryza sativa,水稻
宜优37,Oryza sativa,水稻
广粳16,Oryza sativa,水稻
华粳40,Oryza sativa,水稻
弋粳3,Oryza sativa,水稻
当育粳0908,Oryza sativa,水稻
早优929,Oryza sativa,水稻
徽两优1898,Oryza sativa,水稻
安优736,Oryza sativa,水稻
新两优215,Oryza sativa,水稻
两优3179,Oryza sativa,水稻
徽两优348,Oryza sativa,水稻
广两优1813,Oryza sativa,水稻
两优815,Oryza sativa,水稻
T两优601,Oryza sativa,水稻
两优6375,Oryza sativa,水稻
茉两优1501,Oryza sativa,水稻
望两优361,Oryza sativa,水稻
天两优032,Oryza sativa,水稻
两优801,Oryza sativa,水稻
徽两优985,Oryza sativa,水稻
两优5836,Oryza sativa,水稻
两优3325,Oryza sativa,水稻
两优8288,Oryza sativa,水稻
深两优868,Oryza sativa,水稻
两优68,Oryza sativa,水稻
两优华166,Oryza sativa,水稻
D优5326,Oryza sativa,水稻
亿两优616,Oryza sativa,水稻
两优711,Oryza sativa,水稻
早香B,Oryza sativa,水稻
早香A,Oryza sativa,水稻
ZH9318,Oryza sativa,水稻
矮丰80,Oryza sativa,水稻
晶糯100,Oryza sativa,水稻
鲁资稻14,Oryza sativa,水稻
临秀糯11,Oryza sativa,水稻
润农802,Oryza sativa,水稻
圣稻1909,Oryza sativa,水稻
瑞诚058,Oryza sativa,水稻
济儒稻1,Oryza sativa,水稻
沪香糯1911,Oryza sativa,水稻
武香粳6622,Oryza sativa,水稻
沪软玉1,Oryza sativa,水稻
崇尚2022,Oryza sativa,水稻
青香软20,Oryza sativa,水稻
松香粳1855,Oryza sativa,水稻
嘉优10,Oryza sativa,水稻
申优R2,Oryza sativa,水稻
申优R1,Oryza sativa,水稻
闵优127,Oryza sativa,水稻
中科西陆10,Oryza sativa,水稻
中科玉毫,Oryza sativa,水稻
傣毫糯11,Oryza sativa,水稻
云粳50,Oryza sativa,水稻
云岭翠糯,Oryza sativa,水稻
云资籼22,Oryza sativa,水稻
矮黄占,Oryza sativa,水稻
HR226,Oryza sativa,水稻
绿永B,Oryza sativa,水稻
琼恢115,Oryza sativa,水稻
R698,Oryza sativa,水稻
LR03,Oryza sativa,水稻
澳雪占,Oryza sativa,水稻
美雪丝苗2,Oryza sativa,水稻
广恢376,Oryza sativa,水稻
固优21,Oryza sativa,水稻
粳139A,Oryza sativa,水稻
圳B,Oryza sativa,水稻
H595B,Oryza sativa,水稻
H595A,Oryza sativa,水稻
绵7B,Oryza sativa,水稻
万金S,Oryza sativa,水稻
DS,Oryza sativa,水稻
L62S,Oryza sativa,水稻
泰华B,Oryza sativa,水稻
R1509,Oryza sativa,水稻
115B,Oryza sativa,水稻
蜀恢288,Oryza sativa,水稻
金恢218,Oryza sativa,水稻
丰恢983,Oryza sativa,水稻
金冈35B,Oryza sativa,水稻
H35B,Oryza sativa,水稻
秦康ⅠB,Oryza sativa,水稻
秦康ⅠA,Oryza sativa,水稻
961,Oryza sativa,水稻
永丰优8653,Oryza sativa,水稻
长优736,Oryza sativa,水稻
裕优098,Oryza sativa,水稻
韶优766,Oryza sativa,水稻
壮优6377,Oryza sativa,水稻
五优736,Oryza sativa,水稻
吉优736,Oryza sativa,水稻
卓A,Oryza sativa,水稻
卓优华占,Oryza sativa,水稻
卓优217,Oryza sativa,水稻
吉田优701,Oryza sativa,水稻
恒丰优1179,Oryza sativa,水稻
大丰糯,Oryza sativa,水稻
华航48,Oryza sativa,水稻
黄广丝苗,Oryza sativa,水稻
粤美占,Oryza sativa,水稻
莉苗占,Oryza sativa,水稻
粤黄广占,Oryza sativa,水稻
黄广华占1,Oryza sativa,水稻
中广丝苗5,Oryza sativa,水稻
黄齐占,Oryza sativa,水稻
鉴6,Oryza sativa,水稻
隆17B,Oryza sativa,水稻
隆17A,Oryza sativa,水稻
R0899,Oryza sativa,水稻
隆两优899,Oryza sativa,水稻
B70,Oryza sativa,水稻
A70,Oryza sativa,水稻
红香110,Oryza sativa,水稻
亚恢069,Oryza sativa,水稻
泸优069,Oryza sativa,水稻
瑞恢6,Oryza sativa,水稻
恒优6,Oryza sativa,水稻
固优占,Oryza sativa,水稻
广恢615,Oryza sativa,水稻
金稻优615,Oryza sativa,水稻
桂796,Oryza sativa,水稻
博优3813,Oryza sativa,水稻
星火优201,Oryza sativa,水稻
博优9089,Oryza sativa,水稻
博优568,Oryza sativa,水稻
华恢338,Oryza sativa,水稻
华两优338,Oryza sativa,水稻
R9089,Oryza sativa,水稻
特优9089,Oryza sativa,水稻
特优3813,Oryza sativa,水稻
R1683,Oryza sativa,水稻
特优1683,Oryza sativa,水稻
R286,Oryza sativa,水稻
Y两优286,Oryza sativa,水稻
R1586,Oryza sativa,水稻
玉269,Oryza sativa,水稻
特优269,Oryza sativa,水稻
旱1,Oryza sativa,水稻
玉优柳旱1,Oryza sativa,水稻
测366,Oryza sativa,水稻
H850-2-5,Oryza sativa,水稻
R125-8-85,Oryza sativa,水稻
525-12-56,Oryza sativa,水稻
豪S,Oryza sativa,水稻
两优585,Oryza sativa,水稻
W115S,Oryza sativa,水稻
未两优211,Oryza sativa,水稻
两优160,Oryza sativa,水稻
隆两优866,Oryza sativa,水稻
6P031,Oryza sativa,水稻
两优631,Oryza sativa,水稻
两优6031,Oryza sativa,水稻
丰两优6348,Oryza sativa,水稻
R050,Oryza sativa,水稻
Ⅱ优050,Oryza sativa,水稻
R5916,Oryza sativa,水稻
V115S,Oryza sativa,水稻
两优5916,Oryza sativa,水稻
831,Oryza sativa,水稻
两优831,Oryza sativa,水稻
AN166,Oryza sativa,水稻
Y81S,Oryza sativa,水稻
安两优166,Oryza sativa,水稻
R571,Oryza sativa,水稻
深两优571,Oryza sativa,水稻
H1500,Oryza sativa,水稻
Y两优1500,Oryza sativa,水稻
早籼899,Oryza sativa,水稻
株两优899,Oryza sativa,水稻
东野1,Oryza sativa,水稻
4913-1,Oryza sativa,水稻
赣晚籼34,Oryza sativa,水稻
30072,Oryza sativa,水稻
田两优66,Oryza sativa,水稻
T优706,Oryza sativa,水稻
隆平001,Oryza sativa,水稻
先农21,Oryza sativa,水稻
中优71,Oryza sativa,水稻
先农13,Oryza sativa,水稻
金优9059,Oryza sativa,水稻
中早23,Oryza sativa,水稻
香糯4,Oryza sativa,水稻
金优463,Oryza sativa,水稻
中鉴99-38,Oryza sativa,水稻
湘早籼31,Oryza sativa,水稻
丰优早11,Oryza sativa,水稻
赣早籼10,Oryza sativa,水稻
农垦58,Oryza sativa,水稻
世界,Oryza sativa,水稻
Nongken,Oryza sativa,水稻
临稻11,Oryza sativa,水稻
99-3,Oryza sativa,水稻
Ⅱ优明86,Oryza sativa,水稻
丰两优香1,Oryza sativa,水稻
武香粳14,Oryza sativa,水稻
武香99-15,Oryza sativa,水稻
南粳41,Oryza sativa,水稻
南京1272,Oryza sativa,水稻
宁1272,Oryza sativa,水稻
苏粳1,Oryza sativa,水稻
Guhuahuang,Oryza sativa,水稻
金优117,Oryza sativa,水稻
香巴巴,Oryza sativa,水稻
上优香巴巴,Oryza sativa,水稻
恒恢香99,Oryza sativa,水稻
昱香两优香99,Oryza sativa,水稻
粮两优香妃娜,Oryza sativa,水稻
昱香两优香丝,Oryza sativa,水稻
纳优6618,Oryza sativa,水稻
瑞优121,Oryza sativa,水稻
中恢7273,Oryza sativa,水稻
泰丰优8,Oryza sativa,水稻
五丰优248,Oryza sativa,水稻
R246,Oryza sativa,水稻
香两优246,Oryza sativa,水稻
广优2215,Oryza sativa,水稻
广香386,Oryza sativa,水稻
中恢7220,Oryza sativa,水稻
果两优桂花丝苗,Oryza sativa,水稻
得两优香油占,Oryza sativa,水稻
Q两优银泰香占,Oryza sativa,水稻
荃香优银泰香占,Oryza sativa,水稻
荃广优1606,Oryza sativa,水稻
旱优3928,Oryza sativa,水稻
R0515,Oryza sativa,水稻
2010-T2B,Oryza sativa,水稻
泰优2515,Oryza sativa,水稻
R019,Oryza sativa,水稻
念香B,Oryza sativa,水稻
念香A,Oryza sativa,水稻
九稻41,Oryza sativa,水稻
九9934,Oryza sativa,水稻
辽优14,Oryza sativa,水稻
辽优3015,Oryza sativa,水稻
夏旱51,Oryza sativa,水稻
旱稻65,Oryza sativa,水稻
旱稻9,Oryza sativa,水稻
农早9,Oryza sativa,水稻
辽粳27,Oryza sativa,水稻
中选1,Oryza sativa,水稻
辽旱109,Oryza sativa,水稻
旱丰8,Oryza sativa,水稻
沈农99-8,Oryza sativa,水稻
凤新丝苗,Oryza sativa,水稻
禅山占,Oryza sativa,水稻
春江12,Oryza sativa,水稻
春江012,Oryza sativa,水稻
港优3,Oryza sativa,水稻
泸恢23,Oryza sativa,水稻
华1006S,Oryza sativa,水稻
信优糯5533,Oryza sativa,水稻
广两优9826,Oryza sativa,水稻
Y两优188,Oryza sativa,水稻
Y两优886,Oryza sativa,水稻
科两优9,Oryza sativa,水稻
Y两优800,Oryza sativa,水稻
信粳18,Oryza sativa,水稻
新稻69,Oryza sativa,水稻
汴稻1,Oryza sativa,水稻
RD1000,Oryza sativa,水稻
泰香199,Oryza sativa,水稻
川种优2727,Oryza sativa,水稻
绿优3003,Oryza sativa,水稻
两优687,Oryza sativa,水稻
金卓香1,Oryza sativa,水稻
川谷优2516,Oryza sativa,水稻
泰优058,Oryza sativa,水稻
G优515,Oryza sativa,水稻
中优186,Oryza sativa,水稻
泸香145,Oryza sativa,水稻
中优145,Oryza sativa,水稻
T优166,Oryza sativa,水稻
R222,Oryza sativa,水稻
两优966,Oryza sativa,水稻
德育977,Oryza sativa,水稻
吉德359,Oryza sativa,水稻
SX3821,Oryza sativa,水稻
华丰65A,Oryza sativa,水稻
昌恢891,Oryza sativa,水稻
华恢641,Oryza sativa,水稻
C586,Oryza sativa,水稻
C315,Oryza sativa,水稻
早优丝占,Oryza sativa,水稻
川华A,Oryza sativa,水稻
R1858,Oryza sativa,水稻
跃恢航1698,Oryza sativa,水稻
创两优259,Oryza sativa,水稻
泰优332,Oryza sativa,水稻
R399,Oryza sativa,水稻
鄂丰莹占,Oryza sativa,水稻
C787,Oryza sativa,水稻
中佳早76,Oryza sativa,水稻
雨06S,Oryza sativa,水稻
金稻糯S,Oryza sativa,水稻
盛泰优997,Oryza sativa,水稻
帮晚859,Oryza sativa,水稻
帮晚281,Oryza sativa,水稻
帮早408,Oryza sativa,水稻
垦早5,Oryza sativa,水稻
华优352,Oryza sativa,水稻
天龙两优140,Oryza sativa,水稻
隆两优281,Oryza sativa,水稻
隆两优618,Oryza sativa,水稻
糯两优561,Oryza sativa,水稻
内6优147,Oryza sativa,水稻
甬优4149,Oryza sativa,水稻
鹏两优5437,Oryza sativa,水稻
金科优66,Oryza sativa,水稻
天两优953,Oryza sativa,水稻
两优S6,Oryza sativa,水稻
奥富优383,Oryza sativa,水稻
荆楚优79,Oryza sativa,水稻
天源粳036,Oryza sativa,水稻
WDR48,Oryza sativa,水稻
华528B,Oryza sativa,水稻
华528A,Oryza sativa,水稻
天源903S,Oryza sativa,水稻
天龙S,Oryza sativa,水稻
糯56S,Oryza sativa,水稻
E农1S,Oryza sativa,水稻
华99S,Oryza sativa,水稻
Y两优976,Oryza sativa,水稻
E两优476,Oryza sativa,水稻
两优1318,Oryza sativa,水稻
广两优9,Oryza sativa,水稻
华两优929,Oryza sativa,水稻
深两优3117,Oryza sativa,水稻
鄂早19,Oryza sativa,水稻
早64,Oryza sativa,水稻
BG909,Oryza sativa,水稻
博Ⅱ优961,Oryza sativa,水稻
博优961,Oryza sativa,水稻
农桂早3-7,Oryza sativa,水稻
青二矮,Oryza sativa,水稻
昆农选16,Oryza sativa,水稻
枝优253,Oryza sativa,水稻
八三,Oryza sativa,水稻
优Ⅰ253,Oryza sativa,水稻
莲塘早3,Oryza sativa,水稻
特优898,Oryza sativa,水稻
优Ⅰ207,Oryza sativa,水稻
特优838,Oryza sativa,水稻
金优71,Oryza sativa,水稻
西南175,Oryza sativa,水稻
甬优1,Oryza sativa,水稻
中系7608,Oryza sativa,水稻
恩糯1,Oryza sativa,水稻
农虎3-2,Oryza sativa,水稻
更新农虎,Oryza sativa,水稻
湘矮早7,Oryza sativa,水稻
71-73,Oryza sativa,水稻
京引127,Oryza sativa,水稻
藤系56,Oryza sativa,水稻
农林141,Oryza sativa,水稻
两优2186,Oryza sativa,水稻
77-175,Oryza sativa,水稻
汕优669,Oryza sativa,水稻
7944,Oryza sativa,水稻
79-44,Oryza sativa,水稻
金优191,Oryza sativa,水稻
鄂早1,Oryza sativa,水稻
奥羽269,Oryza sativa,水稻
农林199,Oryza sativa,水稻
辐优130,Oryza sativa,水稻
密粒红,Oryza sativa,水稻
Ⅱ优3027,Oryza sativa,水稻
内6优611,Oryza sativa,水稻
乐优5455,Oryza sativa,水稻
得月优7727,Oryza sativa,水稻
旱优737,Oryza sativa,水稻
文旱糯稻1,Oryza sativa,水稻
多年生稻23,Oryza sativa,水稻
PR23,Oryza sativa,水稻
楚稻3,Oryza sativa,水稻
岫粳28,Oryza sativa,水稻
岫粳26,Oryza sativa,水稻
云粳36,Oryza sativa,水稻
腾粳1,Oryza sativa,水稻
靖稻5,Oryza sativa,水稻
靖粳36,Oryza sativa,水稻
靖14品-23,Oryza sativa,水稻
靖粳32,Oryza sativa,水稻
靖13品2,Oryza sativa,水稻
玉粳24,Oryza sativa,水稻
玉15H-29,Oryza sativa,水稻
凤稻31,Oryza sativa,水稻
凤12-47,Oryza sativa,水稻
昭粳12,Oryza sativa,水稻
丽粳18,Oryza sativa,水稻
云粳46,Oryza sativa,水稻
